ACC_ID	STY_count	#P-sites	Perc_Psites	#proj_NSAF	NSAF_sum	NSAF_max	NSAF_avg	length	arbitary_abundance	NSAF_log	#P-sites_log	Perc_Psites_log	NSAF_log_norm	PRIDE	UP_PRIDE
Q16555	96	16	16.666666666666664	28	0.009831308539064984	0.001281599603860368	0.0003511181621094637	572	medium	-7.954387746963842	2.772588722239781	2.8134107167600364	0.5268957880758132	4	12
Q14195	97	18	18.55670103092784	22	0.00384510763104008	0.0012457257041629786	0.00017477761959273092	570	medium	-8.651996137306465	2.8903717578961645	2.9208309653808735	0.48385718440375297	8	10
O14531	80	2	2.5	8	0.0023939737114090282	0.0022761848875518737	0.00029924671392612853	572	low	-8.114242194618635	0.6931471805599453	0.9162907318741551	0.5170336472055582	2	0
Q9BPU6	90	9	10.0	8	0.00046281884177015476	0.00036428764620112714	5.7852355221269345e-05	564	low	-9.757616392598969	2.1972245773362196	2.302585092994046	0.4156464910719748	5	4
Q14117	71	4	5.63380281690141	7	0.0003961989954653366	0.0003365918975622936	5.659985649504808e-05	519	low	-9.77950410818153	1.3862943611198906	1.728784670066667	0.4142961393140466	3	1
Q8NEX9	48	1	2.083333333333333	3	2.478984339743758e-06	1.7504428750367257e-06	8.263281132479193e-07	313	low	-14.00627391076598	0.0	0.7339691750802003	0.15352767255704722	1	0
Q6UX65	48	1	2.083333333333333	6	0.00010165608176802341	5.767248630384159e-05	1.694268029467057e-05	266	low	-10.985674658430387	0.0	0.7339691750802003	0.33988204540159334	1	0
P79483	47	1	2.127659574468085	9	0.0013425983812618086	0.0006304779719363689	0.00014917759791797873	266	low	-8.810373029470776	0.0	0.7550225842780328	0.47408620058670825	1	0
Q30154	48	2	4.166666666666666	11	0.0013396584454946564	0.000597725869498116	0.00012178713140860513	266	low	-9.013235861729925	0.6931471805599453	1.4271163556401456	0.4615706787577563	2	0
Q96MC2	92	2	2.1739130434782608	4	5.3484008596101764e-06	2.5467112067711946e-06	1.3371002149025441e-06	740	low	-13.52500730760294	0.6931471805599453	0.7765287894989963	0.18321917696105788	2	0
Q96DY2	44	1	2.272727272727273	7	1.5558856600137274e-05	4.197252322963661e-06	2.2226938000196104e-06	449	low	-13.016790674251038	0.0	0.8209805520698303	0.21457335011204098	1	0
Q9H069	52	1	1.9230769230769231	3	4.183879184632384e-06	3.580675978373725e-06	1.3946263948774615e-06	523	low	-13.482883995852543	0.0	0.653926467406664	0.18581795378897067	1	0
Q5JU00	74	1	1.351351351351351	2	1.7010015439975876e-06	1.2855724471126051e-06	8.505007719987938e-07	501	low	-13.977440517410972	0.0	0.30110509278392145	0.15530653446052478	1	0
Q8NEE6	130	1	0.7692307692307693	6	7.954868160937444e-06	2.5640357728036514e-06	1.3258113601562407e-06	735	low	-13.533485938646459	0.0	-0.262364264467491	0.1826960920236986	1	0
Q8IY82	128	1	0.78125	6	8.19531174405739e-06	4.2636252835293495e-06	1.3658852906762316e-06	874	low	-13.503707774956506	0.0	-0.24686007793152578	0.18453324106444358	1	0
Q9H095	60	1	1.6666666666666667	4	4.714593654457462e-06	1.9385155635919197e-06	1.1786484136143655e-06	443	low	-13.651142188163806	0.0	0.5108256237659907	0.17543734805986652	1	0
P21917	45	1	2.2222222222222223	4	7.93807286391273e-06	4.930174385760894e-06	1.9845182159781824e-06	419	low	-13.13013438563809	0.0	0.7985076962177716	0.20758066604940825	1	0
Q16643	87	17	19.540229885057467	29	0.008758824791046576	0.0011505280225897075	0.0003020284410705716	649	medium	-8.10498936929329	2.833213344056216	2.9724754113897234	0.5176044956751827	8	9
Q9Y295	48	1	2.083333333333333	22	0.002905240853848298	0.0006235816404905755	0.0001320564024476499	367	low	-8.932281435370747	0.0	0.7339691750802003	0.4665651219436538	1	0
P55039	60	1	1.6666666666666667	17	0.0008530406247682354	0.00010289356145044136	5.0178860280484436e-05	364	low	-9.899916729908796	0.0	0.5108256237659907	0.4068673423337118	1	0
A6NNA5	47	2	4.25531914893617	3	2.8300537766571152e-05	2.335192000310223e-05	9.43351258885705e-06	263	low	-11.571242039811397	0.6931471805599453	1.448169764837978	0.3037557562120874	2	0
Q13474	155	1	0.6451612903225806	7	1.3243045219163183e-05	6.8142266156302395e-06	1.8918636027375977e-06	957	low	-13.177948181509633	0.0	-0.4382549309311553	0.20463081762576554	1	0
Q6IAN0	56	2	3.571428571428571	11	0.0003150630483209325	7.748839163773697e-05	2.8642095301902957e-05	325	low	-10.460633058565245	0.6931471805599453	1.2729656758128873	0.3722742265174798	2	0
C9JQL5	22	1	4.545454545454546	1	1.3611448772864507e-06	1.3611448772864507e-06	1.3611448772864507e-06	133	low	-13.507184390815176	0.0	1.5141277326297755	0.18431875297322697	1	0
Q08554	155	5	3.2258064516129035	9	0.0004130930469490367	0.00030174020024621094	4.5899227438781854e-05	894	low	-9.989062272438513	1.6094379124341003	1.1711829815029453	0.4013675522979542	5	0
Q02487	175	8	4.571428571428571	12	0.0003411661231559994	0.00011480058576066367	2.843051026299995e-05	901	low	-10.468047684414595	2.0794415416798357	1.519825753744413	0.3718167848528948	5	3
Q14574	151	6	3.9735099337748343	9	0.0002085316230565742	9.56512916243744e-05	2.3170180339619353e-05	896	low	-10.67264443622618	1.791759469228055	1.379649818401222	0.3591942897170709	6	0
O60469	431	3	0.6960556844547563	5	3.0245098850000993e-06	1.110081136750806e-06	6.049019770000199e-07	2012	low	-14.318199413530039	1.0986122886681098	-0.3623256154475468	0.13428358335955784	3	0
Q8TD84	423	6	1.4184397163120568	8	2.0532096489258663e-05	7.6718356566319e-06	2.566512061157333e-06	2053	low	-12.872962755499728	1.791759469228055	0.34955747616986843	0.2234467422297514	6	0
P56555	26	1	3.8461538461538463	1	1.0227811789779543e-06	1.0227811789779543e-06	1.0227811789779543e-06	118	low	-13.79298499516725	0.0	1.3470736479666094	0.1666864264269494	1	0
Q9UL01	167	1	0.5988023952095809	2	6.519876493783498e-06	6.330907528565233e-06	3.259938246891749e-06	958	low	-12.633802305436316	0.0	-0.5128236264286636	0.2382016275877893	1	0
Q8IZU8	202	5	2.4752475247524752	7	9.22702017510239e-06	3.4138791781301916e-06	1.3181457393003413e-06	1212	low	-13.539284551896634	1.6094379124341003	0.906340401020987	0.18233834945497857	5	0
Q02413	204	1	0.4901960784313725	5	0.0005824058448339406	0.000514310274585534	0.00011648116896678811	1049	low	-9.057780937793694	0.0	-0.7129498078561252	0.4588224923815736	1	0
Q14126	210	28	13.333333333333336	26	0.00264337678423477	0.0005868296132128665	0.00010166833785518345	1118	medium	-9.193794632240236	3.332204510175204	2.5902671654458267	0.45043119495697936	21	7
Q86SJ6	182	1	0.5494505494505495	3	1.92171445407436e-06	1.8120829740487343e-06	6.405714846914534e-07	1040	low	-14.260905114200362	0.0	-0.5988365010887039	0.13781832674231337	1	0
Q9H410	71	14	19.718309859154925	21	0.0037349664071803677	0.000570918470477468	0.00017785554319906514	356	medium	-8.634538892222707	2.6390573296152584	2.9815476385620343	0.48493420048149377	6	8
Q9NZW4	579	1	0.17271157167530224	3	1.22958297939645e-05	1.2115426320985216e-05	4.0986099313214996e-06	1301	low	-12.404862682882552	0.0	-1.7561322915849038	0.25232594406151054	1	0
P55265	207	22	10.628019323671495	27	0.0035036082536460894	0.0003733351746493332	0.00012976326865355887	1226	medium	-8.949798777920916	3.091042453358316	2.3634938460810377	0.46548439818252735	13	9
Q96EV8	61	4	6.557377049180328	13	0.00047626998968179667	8.98129324421753e-05	3.66361530524459e-05	351	low	-10.214475016780607	1.3862943611198906	1.8805906829346708	0.3874608248263909	1	3
Q8TEA8	34	7	20.588235294117645	22	0.003930209638446204	0.00058039792472508	0.00017864589265664566	209	medium	-8.630104964765893	1.9459101490553132	3.0247198104272432	0.4852077494369912	4	3
Q6ZMT9	140	1	0.7142857142857143	5	1.4821334407670701e-05	9.821306886569696e-06	2.96426688153414e-06	781	low	-12.72888081358046	0.0	-0.3364722366212129	0.2323358061808294	1	0
Q9NZJ0	164	34	20.73170731707317	17	0.0016192462277748463	0.0005323645000038578	9.524977810440272e-05	730	medium	-9.259007873572747	3.5263605246161616	3.031664282780054	0.44640789637465883	23	11
Q9Y4J8	128	8	6.25	9	0.00043087077709148987	0.00028531105761420524	4.787453078794332e-05	743	low	-9.946926911285521	2.0794415416798357	1.8325814637483102	0.40396707250778435	7	1
O60941	94	9	9.574468085106382	10	0.00020713184239469945	5.9734061192919704e-05	2.0713184239469946e-05	627	low	-10.784740140659114	2.1972245773362196	2.2590999810543066	0.3522786008245392	8	1
Q8N5C7	54	1	1.851851851851852	5	9.777650758476675e-05	3.677376807044064e-05	1.955530151695335e-05	304	low	-10.84226413095706	0.0	0.6161861394238171	0.3487296867714086	1	0
Q8NBA8	43	4	9.30232558139535	9	0.00012684324854677078	2.4494900519145543e-05	1.4093694282974531e-05	298	low	-11.169783074583583	1.3862943611198906	2.2302644314144198	0.32852356797328086	3	1
Q86UW9	128	6	4.6875	13	0.00016157211842873515	4.743494205036144e-05	1.242862449451809e-05	622	low	-11.29550831870025	1.791759469228055	1.5448993912965292	0.3207670113893603	5	1
Q8TDB6	128	15	11.71875	24	0.002650114832497828	0.0012965872751022707	0.00011042145135407616	740	medium	-9.111206137252752	2.70805020110221	2.461190123170684	0.4555264511965043	11	4
P0CJ85	40	1	2.5	3	2.249256651952847e-05	2.222365911569203e-05	7.497522173176157e-06	424	low	-11.80093796891833	0.0	0.9162907318741551	0.28958477978064906	1	0
P0CJ86	40	1	2.5	3	2.249256651952847e-05	2.222365911569203e-05	7.497522173176157e-06	424	low	-11.80093796891833	0.0	0.9162907318741551	0.28958477978064906	1	0
P0CJ87	39	1	2.564102564102564	3	2.2599166360853246e-05	2.2328984514344595e-05	7.533055453617749e-06	422	low	-11.796209827722384	0.0	0.9416085398584448	0.2898764801068706	1	0
P0CJ88	40	1	2.5	3	2.249256651952847e-05	2.222365911569203e-05	7.497522173176157e-06	424	low	-11.80093796891833	0.0	0.9162907318741551	0.28958477978064906	1	0
P0CJ89	40	1	2.5	3	2.249256651952847e-05	2.222365911569203e-05	7.497522173176157e-06	424	low	-11.80093796891833	0.0	0.9162907318741551	0.28958477978064906	1	0
P0CJ90	40	1	2.5	3	2.249256651952847e-05	2.222365911569203e-05	7.497522173176157e-06	424	low	-11.80093796891833	0.0	0.9162907318741551	0.28958477978064906	1	0
Q9NRD9	232	4	1.7241379310344829	11	2.3671972676598524e-05	6.146080576855232e-06	2.151997516054411e-06	1551	low	-13.04911406991521	1.3862943611198906	0.5447271754416722	0.2125791742469223	4	0
Q9NRD8	215	3	1.3953488372093024	14	3.5894677110569815e-05	9.126330301613748e-06	2.563905507897844e-06	1548	low	-12.873978872978931	1.0986122886681098	0.3331444465285383	0.22338405336580267	3	0
Q9Y6W6	90	1	1.1111111111111112	4	8.393122787765247e-06	6.471961871474155e-06	2.0982806969413117e-06	482	low	-13.074392264307901	0.0	0.10536051565782635	0.2110196485802686	1	0
O75319	54	1	1.851851851851852	7	0.00014496535996466264	5.6022364312718204e-05	2.070933713780895e-05	377	low	-10.784925889934827	0.0	0.6161861394238171	0.35226714111509405	1	0
Q9UNI6	51	2	3.92156862745098	12	0.0004639540665744421	0.00010412023743865938	3.866283888120351e-05	340	low	-10.160631654877927	0.6931471805599453	1.3664917338237108	0.39078266433603703	1	1
Q9H1R2	49	1	2.0408163265306123	2	8.874665329028049e-07	7.055253475911056e-07	4.4373326645140245e-07	295	low	-14.628042206273093	0.0	0.7133498878774648	0.11516798592392039	1	0
Q9BY84	147	10	6.802721088435375	9	0.0001286836084924077	6.569849072659874e-05	1.4298178721378635e-05	665	low	-11.155378390951013	2.302585092994046	1.9173226922034008	0.32941225778617017	8	2
Q6P1R4	45	2	4.4444444444444455	9	0.00015852969501362453	4.64103884012327e-05	1.761441055706939e-05	473	low	-10.946793209287335	0.6931471805599453	1.4916548767777171	0.3422808171237071	2	0
Q9NRW4	22	1	4.545454545454546	5	0.00010844895153433944	5.08884113230831e-05	2.168979030686789e-05	184	low	-10.738668900905378	0.0	1.5141277326297755	0.35512094311269266	0	1
Q9BVJ7	15	1	6.666666666666668	6	0.0009798069860204167	0.0005143362858378398	0.00016330116433673611	150	low	-8.7199144279659	0.0	1.8971199848858815	0.47966699914474314	1	0
Q5VZP5	239	5	2.092050209205021	9	5.154699693459406e-05	3.234305385834253e-05	5.727444103843785e-06	1158	low	-12.070241181925434	1.6094379124341003	0.7381445464906811	0.27297025161172517	5	0
Q4G0W2	16	2	12.5	3	3.931503229409099e-05	3.345740464131226e-05	1.3105010764696998e-05	176	medium	-11.242515899770165	0.6931471805599453	2.5257286443082556	0.3240363523943267	2	0
Q9NX74	68	3	4.411764705882354	12	0.0002634674435536013	7.936569822910515e-05	2.1955620296133444e-05	493	low	-10.726487401280542	1.0986122886681098	1.4842747694800946	0.35587247469078503	1	2
P51452	28	1	3.571428571428571	17	0.00193223137471652	0.00042600458496220987	0.00011366066910097176	185	low	-9.082293135248543	0.0	1.2729656758128873	0.4573102245161135	1	0
Q96G46	74	10	13.513513513513516	20	0.000641088293338676	0.00010032638263320216	3.20544146669338e-05	650	medium	-10.348075640965249	2.302585092994046	2.6036901857779675	0.3792184005748726	6	4
Q13115	71	2	2.8169014084507045	8	0.00011758167921539497	5.7036351371252536e-05	1.4697709901924371e-05	394	low	-11.127818865300684	0.6931471805599453	1.0356374895067213	0.33111252905336624	2	0
O95620	46	1	2.1739130434782608	4	2.3803739768069633e-05	1.0836118544747258e-05	5.950934942017408e-06	317	low	-12.03196221763868	0.0	0.7765287894989963	0.2753318533294244	1	0
Q16828	70	1	1.4285714285714286	14	0.0011711520126648223	0.00030345651477194617	8.365371519034445e-05	381	low	-9.388824718004907	0.0	0.3566749439387324	0.43839891053845187	1	0
Q16829	81	1	1.2345679012345678	10	0.0006417810278118939	0.0002524721640922883	6.417810278118938e-05	419	low	-9.653848483623369	0.0	0.21072103131565253	0.42204840075383204	1	0
Q13202	95	1	1.0526315789473684	9	4.84439594970055e-05	1.5196346550674145e-05	5.382662166333945e-06	625	low	-12.132327479720697	0.0	0.05129329438755048	0.2691398682601668	1	0
Q99956	59	3	5.084745762711865	13	0.0007423079237383933	0.00027548394988195	5.710060951833795e-05	384	low	-9.770695766782437	1.0986122886681098	1.6262450307504817	0.4148395655682773	2	1
Q6XUX3	126	1	0.7936507936507936	5	3.991948936356281e-05	1.588802869581442e-05	7.983897872712562e-06	929	low	-11.73808381053084	0.0	-0.2311117209633867	0.29346253591063404	1	0
P33316	35	7	20.0	21	0.006441037006104388	0.0005940117734803266	0.0003067160479097328	252	medium	-8.089588163759952	1.9459101490553132	2.995732273553991	0.5185546654125274	5	2
Q6ZN92	16	1	6.25	1	3.8065708983653376e-07	3.8065708983653376e-07	3.8065708983653376e-07	141	low	-14.78136689376267	0.0	1.8325814637483102	0.10570869536870592	1	0
Q96PT4	22	1	4.545454545454546	1	5.448999966187947e-07	5.448999966187947e-07	5.448999966187947e-07	197	low	-14.422663551562543	0.0	1.5141277326297755	0.12783872017132097	1	0
Q9UBX2	40	1	2.5	3	1.8047834696390062e-05	1.777892729255362e-05	6.015944898796687e-06	424	low	-12.021097130468274	0.0	0.9162907318741551	0.27600216949399903	1	0
Q6RFH8	42	1	2.380952380952381	3	2.0460646821575895e-05	2.0155789230060787e-05	6.820215607191965e-06	374	low	-11.895619472650848	0.0	0.8675005677047231	0.2837434513639751	1	0
A6NLW8	35	2	5.7142857142857135	1	9.311486857030723e-06	9.311486857030723e-06	9.311486857030723e-06	204	low	-11.584261774052974	0.6931471805599453	1.7429693050586228	0.30295251016502706	2	0
O14640	145	14	9.655172413793103	12	0.0003124182792391412	9.566045490532285e-05	2.6034856603261768e-05	695	low	-10.556074279209337	2.6390573296152584	2.2674937731827756	0.3663860277427184	13	1
O14641	153	6	3.92156862745098	16	0.0003546276189396316	0.00013745219512513256	2.2164226183726974e-05	736	low	-10.717031002006415	1.791759469228055	1.3664917338237108	0.3564558825542197	5	1
Q92997	149	9	6.04026845637584	16	0.00028054013503884937	6.36718430894168e-05	1.7533758439928086e-05	716	low	-10.951382481559365	2.1972245773362196	1.798448457378852	0.3419976842468762	6	3
P54792	132	6	4.545454545454546	9	7.63802967008996e-05	2.106851770508684e-05	8.48669963343329e-06	670	low	-11.677010368974145	1.791759469228055	1.5141277326297755	0.29723043159886736	6	0
O00148	48	9	18.75	28	0.01330021730172027	0.0021438357101643203	0.00047500776077572394	427	medium	-7.652179415587896	2.1972245773362196	2.9311937524164198	0.5455403812036222	6	3
Q13838	45	9	20.0	28	0.013635087974603534	0.0026735334352808553	0.0004869674276644119	428	medium	-7.6273133207644666	2.1972245773362196	2.995732273553991	0.5470744825917259	6	3
Q9P2D7	647	5	0.7727975270479135	11	1.7745803341024074e-05	1.1388145261692562e-05	1.6132548491840068e-06	4265	low	-13.337256774287154	1.6094379124341003	-0.2577381960787088	0.19480235300145407	5	0
Q8IVF4	606	10	1.65016501650165	11	9.566027958448258e-06	1.8756889274478169e-06	8.69638905313478e-07	4471	low	-13.955187762819259	2.302585092994046	0.5008752929128225	0.15667940711908612	10	0
Q96DT5	608	9	1.4802631578947367	14	3.0309898926443303e-05	1.0755190332400083e-05	2.164992780460236e-06	4516	low	-13.04309353117578	2.1972245773362196	0.3922198813581437	0.21295060839864088	9	0
Q6ZR08	459	10	2.178649237472767	12	1.236344908574392e-05	2.726347621079728e-06	1.0302874238119934e-06	3092	low	-13.785672742405911	2.302585092994046	0.7787050689215919	0.16713755223464025	10	0
Q0VDD8	577	8	1.386481802426343	9	1.4244472764187603e-05	3.79150363040772e-06	1.5827191960208447e-06	3507	low	-13.356366180026624	2.0794415416798357	0.32676946115982763	0.19362340769142744	8	0
Q9UFH2	610	5	0.819672131147541	15	9.02622521274677e-05	7.679728689694566e-05	6.017483475164514e-06	4462	low	-12.020841413422657	1.6094379124341003	-0.19885085874516517	0.2760179458303087	5	0
Q9P225	640	6	0.9375	10	1.264320351976619e-05	5.160296576073662e-06	1.264320351976619e-06	4427	low	-13.580975851331388	1.791759469228055	-0.06453852113757118	0.1797662254126282	6	0
Q8TD57	585	8	1.3675213675213675	12	1.2093858214492979e-05	3.072108908301209e-06	1.007821517874415e-06	4116	low	-13.80771946959384	2.0794415416798357	0.3129998804360708	0.16577739033457867	8	0
Q8TE73	671	7	1.0432190760059614	15	1.836456158342256e-05	3.155234535712259e-06	1.224304105561504e-06	4624	low	-13.61313795247716	1.9459101490553132	0.042311198071723045	0.1777820005328303	7	0
Q9C0G6	612	2	0.32679738562091504	8	6.616878197608097e-06	2.2507111270205936e-06	8.271097747010122e-07	4158	low	-14.005328412278228	0.6931471805599453	-1.1184149159642893	0.15358600461734098	2	0
Q8WXX0	597	5	0.8375209380234505	10	4.32400337172158e-06	1.0267112662195893e-06	4.32400337172158e-07	4024	low	-14.653913971412564	1.6094379124341003	-0.17730901497041043	0.11357184020441806	5	0
Q96JB1	676	8	1.183431952662722	14	1.6897596014323627e-05	3.88064999936538e-06	1.206971143880259e-06	4490	low	-13.627396523441822	2.0794415416798357	0.16841865162496325	0.17690232506852485	8	0
Q9NYC9	623	5	0.8025682182985553	16	2.035333395824628e-05	3.37420211457027e-06	1.2720833723903925e-06	4486	low	-13.57485455086221	1.6094379124341003	-0.2199384203652615	0.18014387600929205	5	0
Q14204	639	26	4.068857589984351	30	0.003552264621364515	0.000370824320474858	0.0001184088207121505	4646	low	-9.041367339031273	3.258096538021482	1.4033622696320387	0.4598351212171028	23	3
Q8NCM8	618	11	1.779935275080906	17	0.00010358445076104725	5.313546832134693e-05	6.093202985943956e-06	4307	low	-12.008336672638697	2.3978952727983707	0.5765770013287711	0.2767894196114058	11	0
P63167	13	3	23.07692307692308	26	0.023260812502617568	0.0025713984501128232	0.0008946466347160603	89	medium	-7.019081739198269	1.0986122886681098	3.1388331171946646	0.5845990283716314	3	0
Q96FJ2	14	2	14.285714285714285	20	0.009673301644095605	0.001199365523497743	0.0004836650822047803	89	medium	-7.634117869691301	0.6931471805599453	2.659260036932778	0.5466546793203154	2	0
P63172	25	2	8.0	12	0.0016226185602613993	0.0006308089629879576	0.0001352182133551166	113	low	-8.908620689263484	0.6931471805599453	2.0794415416798357	0.4680248599404912	2	0
Q7RTS9	125	2	1.6	9	9.004399702320436e-05	5.59839407592835e-05	1.0004888558133818e-05	669	low	-11.512436728607922	0.6931471805599453	0.47000362924573563	0.30738372072302955	2	0
Q05193	118	11	9.322033898305083	22	0.001248138136660143	0.0002648778496065292	5.673355166637014e-05	864	low	-9.77714478209211	2.3978952727983707	2.232380834320797	0.4144416967670552	5	6
P50570	123	4	3.252032520325204	24	0.0030382477691624056	0.0004856722684550587	0.00012659365704843358	870	low	-8.974528151812413	1.3862943611198906	1.1792801917355646	0.4639587317245142	4	0
Q9UQ16	123	3	2.4390243902439024	15	0.0009442922442381228	0.00026335381134642263	6.295281628254152e-05	869	low	-9.673125060070497	1.0986122886681098	0.8915981192837835	0.4208591419299027	1	2
P00374	25	3	12.0	14	0.001981299384098798	0.0003866364030330668	0.00014152138457848557	187	medium	-8.863059724536482	1.0986122886681098	2.4849066497880004	0.47083572106393484	3	0
Q13627	155	6	3.870967741935484	17	0.001780969883889768	0.00043441490118220486	0.00010476293434645695	763	low	-9.16381052853704	1.791759469228055	1.3535045382968998	0.45228104936470803	2	4
Q9Y463	105	3	2.8571428571428568	22	0.08123342987649107	0.04604389506889929	0.0036924286307495943	629	low	-5.60147087191084	1.0986122886681098	1.0498221244986776	0.672057827782607	1	2
Q86XF0	23	1	4.3478260869565215	8	0.0004254310528626512	0.00017674806995797342	5.31788816078314e-05	187	low	-9.841849202685859	0.0	1.4696759700589417	0.4104497896278694	1	0
Q92630	94	3	3.191489361702128	10	0.00026128332408438467	0.00010818051870443906	2.6128332408438467e-05	601	low	-10.552490299510048	1.0986122886681098	1.1604876923861973	0.36660713959283625	1	2
O43781	89	6	6.741573033707866	7	6.588739837577706e-05	4.849075701880218e-05	9.412485482253866e-06	588	low	-11.57347350722948	1.791759469228055	1.9082932854840067	0.303618086936397	5	1
Q9NR20	84	1	1.1904761904761905	12	0.002790256318212734	0.002475351281909201	0.00023252135985106116	520	low	-8.36652846682954	0.0	0.17435338714477774	0.5014689707597176	0	1
O75923	289	6	2.0761245674740483	14	9.4624686615346e-05	2.9995054058178303e-05	6.758906186810428e-06	2080	low	-11.904649487686363	1.791759469228055	0.7305029671037141	0.28318634906468165	6	0
Q03001	1190	37	3.109243697478992	23	0.00021025435704821575	5.289546566816111e-05	9.141493784705032e-06	7570	low	-11.602686752076892	3.6109179126442243	1.1343795125267409	0.30181579028347816	29	8
A2CJ06	94	2	2.127659574468085	4	1.1228368866477444e-05	7.158514816425246e-06	2.807092216619361e-06	578	low	-12.783361408748181	0.6931471805599453	0.7550225842780328	0.22897465288092442	2	0
Q9NVP4	114	2	1.7543859649122806	3	2.4982095174303365e-06	2.141196130330502e-06	8.327365058101122e-07	752	low	-13.99854856437484	0.6931471805599453	0.5621189181535412	0.15400428397136	2	0
Q8IYY4	107	8	7.4766355140186915	10	3.8053241767907204e-05	1.099069992748177e-05	3.8053241767907203e-06	767	low	-12.479109372700043	2.0794415416798357	2.0117828932060213	0.24774533135493465	8	0
Q86YF9	124	4	3.2258064516129035	11	4.8619050362726715e-05	1.6669107861607777e-05	4.419913669338792e-06	867	low	-12.329390393889218	1.3862943611198906	1.1711829815029453	0.2569821695014195	4	0
Q86Y13	170	8	4.705882352941177	13	0.00011251582057283695	6.386626065867217e-05	8.655063120987457e-06	1208	low	-11.657366076354323	2.0794415416798357	1.5488132906176655	0.2984423764897068	8	0
Q9BQI3	92	11	11.956521739130435	12	0.0002791534690490253	0.0001501159013676359	2.3262789087418774e-05	630	medium	-10.66865550888693	2.3978952727983707	2.4812768817374216	0.3594403846110075	10	1
P19525	105	8	7.6190476190476195	23	0.0016495445627358067	0.00018263967755976454	7.171932881460029e-05	551	low	-9.542750267684402	2.0794415416798357	2.030651377510404	0.4289025500884204	5	3
Q9NZJ5	204	11	5.3921568627450975	10	8.048717528430297e-05	1.8852758664377145e-05	8.048717528430298e-06	1116	low	-11.729997792463976	2.3978952727983707	1.6849454649422455	0.29396139878511	10	1
Q9P2K8	254	11	4.330708661417323	16	0.0008537757304642345	0.0006890161720745537	5.336098315401466e-05	1649	low	-9.838430731601331	2.3978952727983707	1.4657311917679254	0.41066069050608145	8	3
Q01094	70	3	4.285714285714286	6	5.537081608716565e-05	2.181366355767155e-05	9.228469347860943e-06	437	low	-11.593217357669506	1.0986122886681098	1.455287232606842	0.3023999998752145	2	1
Q14209	78	4	5.128205128205128	5	3.645556208481283e-05	1.886477003116554e-05	7.291112416962566e-06	437	low	-11.828854428665709	1.3862943611198906	1.6347557204183902	0.2878624876413524	4	0
O00716	84	9	10.714285714285714	7	6.193403506937128e-05	2.0719880309697407e-05	8.847719295624468e-06	465	medium	-11.635350838865616	2.1972245773362196	2.371577964480997	0.2998005956483918	9	0
Q16254	81	2	2.469135802469136	5	4.740233507678383e-05	2.703126181773817e-05	9.480467015356766e-06	413	low	-11.56627697968745	0.6931471805599453	0.9038682118755981	0.304062073134075	2	0
Q15329	54	1	1.851851851851852	5	4.8760744452381834e-05	2.2182626885474082e-05	9.752148890476367e-06	346	low	-11.538022898215598	0.0	0.6161861394238171	0.30580519467822376	1	0
Q96AV8	165	14	8.484848484848486	14	0.00015816149567533723	5.344679687587916e-05	1.1297249691095516e-05	911	low	-11.390951252038711	2.6390573296152584	2.1382820417027695	0.3148787069507692	11	3
A0AVK6	168	7	4.166666666666666	10	7.743448982145932e-05	3.239954215725707e-05	7.743448982145931e-06	867	low	-11.768663364686615	1.9459101490553132	1.4271163556401456	0.2915759454825397	4	3
Q6ZTU2	74	5	6.756756756756758	12	0.00037978093592890916	0.00018036187750902568	3.16484113274091e-05	488	low	-10.36082260566047	1.6094379124341003	1.9105430052180221	0.37843198290969815	5	0
Q9H4G0	164	49	29.8780487804878	25	0.006631472263794271	0.0009409256321092703	0.0002652588905517709	881	medium	-8.234804263400326	3.8918202981106265	3.3971240562745195	0.5095956301633171	20	29
O43491	168	44	26.190476190476193	29	0.0050744026734745535	0.0006905429955942242	0.0001749794025336053	1005	medium	-8.650842290775897	3.784189633918261	3.2653958405030936	0.4839283703932207	27	17
Q9Y2J2	219	28	12.78538812785388	15	0.0007568707279219355	0.0004075133011326377	5.0458048528129036e-05	1087	medium	-9.89436828913914	3.332204510175204	2.548302966346794	0.40720965063531617	18	10
Q9HCM4	121	14	11.570247933884296	14	0.00026622645809063324	5.10693416979625e-05	1.9016175577902375e-05	733	medium	-10.870220594782076	2.6390573296152584	2.448436970006609	0.34700492660038174	11	3
Q9HCS5	137	18	13.138686131386864	11	0.0002411915137638489	9.584057490725862e-05	2.1926501251258992e-05	686	medium	-10.72781454992886	2.8903717578961645	2.5755610180561312	0.35579059691310977	14	4
Q9H329	158	4	2.5316455696202533	10	4.879844542362534e-05	1.149281419670644e-05	4.879844542362534e-06	900	low	-12.230397194679885	1.3862943611198906	0.9288695140810153	0.2630895058322043	4	0
Q66K89	114	7	6.140350877192982	5	2.4412631461929918e-05	8.215201479635398e-06	4.882526292385984e-06	784	low	-12.229847789184785	1.9459101490553132	1.8148818866489091	0.26312340113175375	6	1
P43003	76	2	2.631578947368421	10	0.00020933034619669997	0.00011018424274470105	2.0933034619669996e-05	542	low	-10.774182043021032	0.6931471805599453	0.9675840262617055	0.35292997742216464	1	1
P43004	75	4	5.333333333333334	6	0.00010761265414572049	6.490666577052556e-05	1.793544235762008e-05	574	low	-10.928731782794642	1.3862943611198906	1.6739764335716716	0.3433951078738359	0	4
