ACC_ID	#total_dis_sites	length	fraction_disordered	binned
O94910	417	1474	28.290366350067842	(10, 30]
O94911	38	1581	2.403542061986085	(0, 10]
O94913	1132	1555	72.79742765273312	(70, 90]
O94915	467	3013	15.499502157318288	(10, 30]
O94916	1136	1531	74.19986936642718	(70, 90]
O94919	51	500	10.2	(10, 30]
O94921	105	469	22.388059701492537	(10, 30]
O94923	26	617	4.213938411669368	(0, 10]
O94925	231	669	34.52914798206278	(30, 50]
O94929	183	683	26.79355783308931	(10, 30]
O94952	2	628	0.3184713375796179	(0, 10]
O94953	366	1096	33.394160583941606	(30, 50]
O94956	96	709	13.540197461212976	(10, 30]
O94964	561	1423	39.42375263527758	(30, 50]
O94966	4	1318	0.30349013657056145	(0, 10]
O94967	266	919	28.944504896626768	(10, 30]
O94972	11	964	1.1410788381742738	(0, 10]
O94973	93	939	9.904153354632587	(0, 10]
O94979	410	1220	33.60655737704918	(30, 50]
O94983	483	1202	40.18302828618968	(30, 50]
O94985	150	981	15.29051987767584	(10, 30]
O94986	533	1710	31.16959064327485	(30, 50]
O94988	503	1023	49.16911045943304	(30, 50]
O94989	449	841	53.38882282996433	(50, 70]
O94991	244	958	25.469728601252612	(10, 30]
O94992	299	359	83.28690807799443	(70, 90]
O94993	525	753	69.7211155378486	(50, 70]
O95049	527	919	57.3449401523395	(50, 70]
O95067	82	398	20.603015075376884	(10, 30]
O95069	51	426	11.971830985915492	(10, 30]
O95070	34	293	11.604095563139932	(10, 30]
O95071	30	2799	1.0718113612004287	(0, 10]
O95072	155	547	28.336380255941503	(10, 30]
O95073	85	299	28.428093645484946	(10, 30]
O95076	236	343	68.80466472303208	(50, 70]
O95081	308	481	64.03326403326403	(50, 70]
O95084	24	383	6.266318537859007	(0, 10]
O95096	154	273	56.41025641025641	(50, 70]
O95125	240	648	37.03703703703704	(30, 50]
O95136	4	353	1.13314447592068	(0, 10]
O95139	8	128	6.25	(0, 10]
O95140	26	757	3.4346103038309117	(0, 10]
O95149	169	360	46.94444444444444	(30, 50]
O95153	1238	1857	66.66666666666666	(50, 70]
O95154	14	331	4.229607250755287	(0, 10]
O95156	1	264	0.3787878787878788	(0, 10]
O95159	112	310	36.12903225806451	(30, 50]
O95163	179	1332	13.438438438438439	(10, 30]
O95168	5	129	3.875968992248062	(0, 10]
O95171	577	688	83.86627906976744	(70, 90]
O95177	72	125	57.599999999999994	(50, 70]
O95180	960	2353	40.79898002549937	(30, 50]
O95182	74	113	65.48672566371681	(50, 70]
O95183	21	116	18.103448275862068	(10, 30]
O95185	44	931	4.726100966702471	(0, 10]
O95196	359	566	63.427561837455826	(50, 70]
O95197	554	1032	53.68217054263565	(50, 70]
O95201	274	554	49.458483754512635	(30, 50]
O95202	193	739	26.116373477672532	(10, 30]
O95206	454	1070	42.429906542056074	(30, 50]
O95208	478	641	74.57098283931357	(70, 90]
O95210	176	358	49.162011173184354	(30, 50]
O95218	239	330	72.42424242424242	(70, 90]
O95219	59	450	13.111111111111112	(10, 30]
O95229	112	277	40.43321299638989	(30, 50]
O95231	147	258	56.97674418604651	(50, 70]
O95232	266	432	61.57407407407407	(50, 70]
O95235	146	890	16.40449438202247	(10, 30]
O95236	13	402	3.233830845771144	(0, 10]
O95238	84	335	25.07462686567164	(10, 30]
O95239	370	1232	30.032467532467532	(30, 50]
O95243	139	580	23.96551724137931	(10, 30]
O95248	417	1868	22.323340471092077	(10, 30]
O95249	34	250	13.600000000000001	(10, 30]
O95251	308	611	50.40916530278232	(50, 70]
O95255	95	1503	6.320691949434465	(0, 10]
O95256	100	599	16.69449081803005	(10, 30]
O95259	213	989	21.53690596562184	(10, 30]
O95260	142	518	27.413127413127413	(10, 30]
O95263	158	885	17.853107344632768	(10, 30]
O95267	126	797	15.809284818067754	(10, 30]
O95271	334	1327	25.169555388093446	(10, 30]
O95273	31	360	8.61111111111111	(0, 10]
O95274	118	346	34.104046242774565	(30, 50]
O95279	167	499	33.46693386773547	(30, 50]
O95292	171	243	70.37037037037037	(70, 90]
O95294	30	804	3.731343283582089	(0, 10]
O95295	29	136	21.323529411764707	(10, 30]
O95297	51	269	18.95910780669145	(10, 30]
O95302	9	570	1.5789473684210527	(0, 10]
O95336	16	258	6.2015503875969	(0, 10]
O95340	47	614	7.654723127035831	(0, 10]
O95342	60	1321	4.5420136260408785	(0, 10]
O95343	158	332	47.59036144578313	(30, 50]
O95347	359	1197	29.991645781119463	(10, 30]
O95352	21	703	2.987197724039829	(0, 10]
O95359	2625	2948	89.04341926729987	(70, 90]
O95365	255	584	43.66438356164384	(30, 50]
O95373	137	1038	13.19845857418112	(10, 30]
O95376	57	493	11.561866125760648	(10, 30]
O95382	264	1288	20.496894409937887	(10, 30]
O95391	459	586	78.32764505119454	(70, 90]
O95394	26	542	4.797047970479705	(0, 10]
O95395	6	438	1.36986301369863	(0, 10]
O95396	9	460	1.956521739130435	(0, 10]
O95397	63	391	16.11253196930946	(10, 30]
O95398	93	923	10.075839653304442	(10, 30]
O95400	220	341	64.51612903225806	(50, 70]
O95402	490	600	81.66666666666667	(70, 90]
O95405	632	1425	44.35087719298246	(30, 50]
O95409	287	532	53.94736842105263	(50, 70]
O95411	12	115	10.434782608695652	(10, 30]
O95425	1215	2214	54.87804878048781	(50, 70]
O95429	380	457	83.15098468271334	(70, 90]
O95433	67	338	19.82248520710059	(10, 30]
O95450	213	1211	17.588769611891	(10, 30]
O95453	172	639	26.917057902973397	(10, 30]
O95456	23	288	7.986111111111111	(0, 10]
O95466	438	1100	39.81818181818182	(30, 50]
O95470	65	568	11.443661971830986	(10, 30]
O95475	93	246	37.80487804878049	(30, 50]
O95477	419	2261	18.531623175586024	(10, 30]
O95478	104	260	40.0	(30, 50]
O95484	38	217	17.51152073732719	(10, 30]
O95486	393	1093	35.95608417200366	(30, 50]
O95487	442	1268	34.85804416403786	(30, 50]
O95490	274	1459	18.77998629198081	(10, 30]
O95503	286	412	69.41747572815534	(50, 70]
O95522	1	483	0.2070393374741201	(0, 10]
O95544	94	446	21.076233183856502	(10, 30]
O95551	10	362	2.7624309392265194	(0, 10]
O95561	48	183	26.229508196721312	(10, 30]
O95568	100	372	26.881720430107524	(10, 30]
O95571	4	254	1.574803149606299	(0, 10]
O95573	15	720	2.083333333333333	(0, 10]
O95602	205	1720	11.918604651162791	(10, 30]
O95613	1603	3336	48.0515587529976	(30, 50]
O95619	39	227	17.180616740088105	(10, 30]
O95622	242	1261	19.191118160190328	(10, 30]
O95625	327	1053	31.054131054131055	(30, 50]
O95626	2	131	1.5267175572519083	(0, 10]
O95628	289	575	50.26086956521739	(50, 70]
O95631	34	604	5.629139072847682	(0, 10]
O95639	144	269	53.53159851301115	(50, 70]
O95644	603	943	63.94485683987274	(50, 70]
O95661	13	229	5.676855895196507	(0, 10]
O95670	99	118	83.89830508474576	(70, 90]
O95671	70	621	11.272141706924316	(10, 30]
O95672	6	775	0.7741935483870968	(0, 10]
O95674	51	445	11.46067415730337	(10, 30]
O95677	256	639	40.062597809076685	(30, 50]
O95678	62	551	11.252268602540836	(10, 30]
O95684	219	399	54.88721804511278	(50, 70]
O95685	83	299	27.759197324414714	(10, 30]
O95696	323	1058	30.529300567107747	(30, 50]
O95707	75	220	34.090909090909086	(30, 50]
O95714	582	4834	12.039718659495243	(10, 30]
O95721	199	258	77.13178294573643	(70, 90]
O95727	115	393	29.262086513994912	(10, 30]
O95741	51	557	9.156193895870736	(0, 10]
O95747	174	527	33.017077798861486	(30, 50]
O95749	27	300	9.0	(0, 10]
O95755	57	333	17.117117117117118	(10, 30]
O95757	176	839	20.97735399284863	(10, 30]
O95758	59	552	10.68840579710145	(10, 30]
O95759	126	1140	11.052631578947368	(10, 30]
O95760	10	270	3.7037037037037033	(0, 10]
O95772	35	234	14.957264957264957	(10, 30]
O95777	1	96	1.0416666666666665	(0, 10]
O95780	8	498	1.6064257028112447	(0, 10]
O95782	144	977	14.73899692937564	(10, 30]
O95785	993	1651	60.14536644457904	(50, 70]
O95786	81	925	8.756756756756756	(0, 10]
O95789	113	1325	8.528301886792452	(0, 10]
O95793	374	577	64.81802426343154	(50, 70]
O95803	4	873	0.45819014891179843	(0, 10]
O95810	351	425	82.58823529411765	(70, 90]
O95816	53	211	25.118483412322274	(10, 30]
O95817	547	575	95.1304347826087	(90, 100]
O95819	578	1239	46.65052461662631	(30, 50]
O95831	117	613	19.086460032626427	(10, 30]
O95833	26	236	11.016949152542372	(10, 30]
O95835	736	1130	65.13274336283186	(50, 70]
O95837	7	355	1.971830985915493	(0, 10]
O95861	2	308	0.6493506493506493	(0, 10]
O95863	154	264	58.333333333333336	(50, 70]
O95870	26	558	4.659498207885305	(0, 10]
O95873	185	294	62.925170068027214	(50, 70]
O95876	38	746	5.093833780160858	(0, 10]
O95886	696	979	71.0929519918284	(70, 90]
O95900	45	331	13.595166163141995	(10, 30]
O95905	205	644	31.832298136645964	(30, 50]
O95926	151	243	62.139917695473244	(50, 70]
O95931	117	251	46.613545816733065	(30, 50]
O95932	21	706	2.974504249291785	(0, 10]
O95935	244	607	40.19769357495881	(30, 50]
O95936	250	686	36.44314868804665	(30, 50]
O95954	19	541	3.512014787430684	(0, 10]
O95972	41	392	10.459183673469388	(10, 30]
O95983	138	291	47.42268041237113	(30, 50]
O95985	94	862	10.904872389791183	(10, 30]
O95996	1496	2303	64.9587494572297	(50, 70]
O95997	202	202	100.0	(90, 100]
O95999	107	233	45.92274678111588	(30, 50]
O96000	20	172	11.627906976744185	(10, 30]
O96005	136	669	20.328849028400597	(10, 30]
O96006	42	694	6.051873198847262	(0, 10]
O96007	22	188	11.702127659574469	(10, 30]
O96011	20	259	7.722007722007722	(0, 10]
O96013	315	591	53.299492385786806	(50, 70]
O96017	141	543	25.96685082872928	(10, 30]
O96018	263	575	45.73913043478261	(30, 50]
O96019	77	429	17.94871794871795	(10, 30]
O96020	64	404	15.841584158415841	(10, 30]
O96028	12	1365	0.8791208791208791	(0, 10]
P00338	2	332	0.6024096385542169	(0, 10]
P00352	12	501	2.3952095808383236	(0, 10]
P00367	9	558	1.6129032258064515	(0, 10]
P00374	2	187	1.06951871657754	(0, 10]
P00387	8	301	2.6578073089700998	(0, 10]
P00390	28	522	5.363984674329502	(0, 10]
P00439	76	452	16.8141592920354	(10, 30]
P00441	56	154	36.36363636363637	(30, 50]
P00450	89	1065	8.35680751173709	(0, 10]
P00451	793	2351	33.73032752020417	(30, 50]
P00488	78	732	10.655737704918032	(10, 30]
P00491	10	289	3.4602076124567476	(0, 10]
P00492	5	218	2.293577981651376	(0, 10]
P00505	8	430	1.8604651162790697	(0, 10]
P00519	784	1130	69.38053097345133	(50, 70]
P00533	778	1210	64.29752066115702	(50, 70]
P00540	5	346	1.4450867052023122	(0, 10]
P00558	7	417	1.6786570743405276	(0, 10]
P00568	22	194	11.34020618556701	(10, 30]
P00734	65	622	10.45016077170418	(10, 30]
P00739	5	348	1.4367816091954022	(0, 10]
P00747	203	810	25.061728395061728	(10, 30]
P00748	94	615	15.284552845528454	(10, 30]
P00749	23	431	5.336426914153132	(0, 10]
P00750	13	562	2.3131672597864767	(0, 10]
P00751	44	764	5.7591623036649215	(0, 10]
P00915	72	261	27.586206896551722	(10, 30]
P00918	25	260	9.615384615384617	(0, 10]
P00966	26	412	6.310679611650485	(0, 10]
P00973	47	400	11.75	(10, 30]
P01008	46	464	9.913793103448276	(0, 10]
P01009	26	418	6.220095693779904	(0, 10]
P01011	28	423	6.619385342789598	(0, 10]
P01019	30	485	6.185567010309279	(0, 10]
P01024	192	1663	11.545399879735418	(10, 30]
P01031	94	1676	5.608591885441527	(0, 10]
P01042	250	644	38.81987577639752	(30, 50]
P01100	269	380	70.78947368421052	(70, 90]
P01106	333	439	75.85421412300684	(70, 90]
P01127	136	241	56.43153526970954	(50, 70]
P01130	402	860	46.74418604651163	(30, 50]
P01133	128	1207	10.604805302402651	(10, 30]
P01135	3	160	1.875	(0, 10]
P01185	14	164	8.536585365853659	(0, 10]
P01189	171	267	64.04494382022472	(50, 70]
P01210	92	267	34.45692883895131	(30, 50]
P01213	39	254	15.354330708661418	(10, 30]
P01236	10	227	4.405286343612335	(0, 10]
P01241	13	217	5.990783410138248	(0, 10]
P01266	288	2768	10.404624277456648	(10, 30]
P01270	45	115	39.130434782608695	(30, 50]
P01282	31	170	18.235294117647058	(10, 30]
P01286	17	108	15.74074074074074	(10, 30]
P01350	72	101	71.28712871287128	(70, 90]
P01375	27	233	11.587982832618025	(10, 30]
P01562	35	189	18.51851851851852	(10, 30]
P01583	13	271	4.797047970479705	(0, 10]
P01732	22	235	9.361702127659575	(0, 10]
P01833	129	764	16.8848167539267	(10, 30]
P01854	111	428	25.934579439252335	(10, 30]
P01857	76	330	23.03030303030303	(10, 30]
P01859	85	326	26.07361963190184	(10, 30]
P01860	82	377	21.750663129973475	(10, 30]
P01861	77	327	23.547400611620795	(10, 30]
P01893	106	362	29.2817679558011	(10, 30]
P02144	15	154	9.740259740259742	(0, 10]
P02452	1188	1464	81.14754098360656	(70, 90]
P02458	1220	1487	82.044384667115	(70, 90]
P02461	1169	1466	79.74079126875853	(70, 90]
P02462	1422	1669	85.20071899340923	(70, 90]
P02489	21	173	12.138728323699421	(10, 30]
P02511	107	175	61.142857142857146	(50, 70]
P02533	110	472	23.30508474576271	(10, 30]
P02538	49	564	8.687943262411348	(0, 10]
P02545	489	664	73.64457831325302	(70, 90]
P02549	295	2419	12.195121951219512	(10, 30]
P02647	66	267	24.719101123595504	(10, 30]
P02649	66	317	20.82018927444795	(10, 30]
P02671	564	866	65.1270207852194	(50, 70]
P02675	160	491	32.586558044806516	(30, 50]
P02679	54	453	11.920529801324504	(10, 30]
P02686	304	304	100.0	(90, 100]
P02724	69	150	46.0	(30, 50]
P02730	438	911	48.07903402854007	(30, 50]
P02750	16	347	4.610951008645533	(0, 10]
P02751	865	2477	34.92127573677836	(30, 50]
P02760	62	352	17.613636363636363	(10, 30]
P02765	103	367	28.065395095367844	(10, 30]
P02768	26	609	4.269293924466338	(0, 10]
P02771	3	609	0.49261083743842365	(0, 10]
P02786	51	760	6.7105263157894735	(0, 10]
P02787	19	698	2.722063037249284	(0, 10]
P02788	22	710	3.0985915492957745	(0, 10]
P02790	36	462	7.792207792207792	(0, 10]
P02794	25	183	13.661202185792352	(10, 30]
P02808	43	62	69.35483870967742	(50, 70]
P03928	1	68	1.4705882352941175	(0, 10]
P03952	51	638	7.993730407523511	(0, 10]
P04003	21	597	3.5175879396984926	(0, 10]
P04004	161	478	33.68200836820084	(30, 50]
P04035	83	888	9.346846846846848	(0, 10]
P04040	108	527	20.49335863377609	(10, 30]
P04049	163	648	25.154320987654323	(10, 30]
P04053	45	509	8.840864440078585	(0, 10]
P04070	131	461	28.41648590021692	(10, 30]
P04075	12	364	3.296703296703297	(0, 10]
P04080	3	98	3.061224489795918	(0, 10]
P04083	116	346	33.52601156069364	(30, 50]
P04114	52	4563	1.1396011396011396	(0, 10]
P04150	376	777	48.39124839124839	(30, 50]
P04156	109	253	43.08300395256917	(30, 50]
P04179	6	222	2.7027027027027026	(0, 10]
P04181	44	439	10.022779043280181	(10, 30]
P04183	76	234	32.47863247863248	(30, 50]
P04196	262	525	49.904761904761905	(30, 50]
P04198	359	464	77.37068965517241	(70, 90]
P04233	143	296	48.310810810810814	(30, 50]
P04234	79	171	46.198830409356724	(30, 50]
P04259	67	564	11.879432624113475	(10, 30]
P04264	269	644	41.77018633540372	(30, 50]
P04275	62	2813	2.2040526128688236	(0, 10]
P04278	45	402	11.194029850746269	(10, 30]
P04279	440	462	95.23809523809523	(90, 100]
P04350	33	444	7.4324324324324325	(0, 10]
P04406	6	335	1.791044776119403	(0, 10]
P04440	28	258	10.852713178294573	(10, 30]
P04626	464	1255	36.972111553784856	(30, 50]
P04632	37	268	13.805970149253731	(10, 30]
P04637	258	393	65.64885496183206	(50, 70]
P04745	12	511	2.3483365949119372	(0, 10]
P04746	10	511	1.9569471624266144	(0, 10]
P04792	107	205	52.19512195121951	(50, 70]
P04798	11	512	2.1484375	(0, 10]
P04818	47	313	15.015974440894569	(10, 30]
P04843	200	607	32.948929159802304	(30, 50]
P04899	156	355	43.94366197183099	(30, 50]
P04908	62	130	47.69230769230769	(30, 50]
P04920	410	1241	33.037872683319904	(30, 50]
P04921	82	128	64.0625	(50, 70]
P05023	77	1023	7.526881720430108	(0, 10]
P05060	534	677	78.87740029542097	(70, 90]
P05062	80	364	21.978021978021978	(10, 30]
P05067	600	770	77.92207792207793	(70, 90]
P05089	43	322	13.354037267080745	(10, 30]
P05091	78	517	15.087040618955513	(10, 30]
P05093	32	508	6.299212598425196	(0, 10]
P05106	106	788	13.451776649746192	(10, 30]
P05107	66	769	8.58257477243173	(0, 10]
P05111	79	366	21.584699453551913	(10, 30]
P05114	100	100	100.0	(90, 100]
P05120	29	415	6.987951807228916	(0, 10]
P05121	39	402	9.701492537313433	(0, 10]
P05129	75	697	10.760401721664275	(10, 30]
P05156	82	583	14.065180102915953	(10, 30]
P05162	17	132	12.878787878787879	(10, 30]
P05165	7	728	0.9615384615384616	(0, 10]
P05166	27	539	5.009276437847866	(0, 10]
P05177	3	516	0.5813953488372093	(0, 10]
P05181	4	493	0.8113590263691683	(0, 10]
P05186	71	524	13.549618320610687	(10, 30]
P05187	99	535	18.50467289719626	(10, 30]
P05198	60	315	19.047619047619047	(10, 30]
P05204	90	90	100.0	(90, 100]
P05230	25	155	16.129032258064516	(10, 30]
P05362	97	532	18.23308270676692	(10, 30]
P05386	58	114	50.877192982456144	(50, 70]
P05387	59	115	51.30434782608696	(50, 70]
P05388	26	317	8.201892744479496	(0, 10]
P05412	214	331	64.6525679758308	(50, 70]
P05423	275	398	69.09547738693468	(50, 70]
P05455	140	408	34.31372549019608	(30, 50]
P05546	96	499	19.238476953907817	(10, 30]
P05549	221	437	50.57208237986271	(50, 70]
P05556	96	798	12.030075187969924	(10, 30]
P05771	107	671	15.946348733233979	(10, 30]
P05783	53	430	12.325581395348838	(10, 30]
P05787	80	483	16.563146997929607	(10, 30]
P05813	32	215	14.883720930232558	(10, 30]
P05814	25	226	11.061946902654867	(10, 30]
P05976	62	194	31.958762886597935	(30, 50]
P05997	1223	1499	81.58772515010007	(70, 90]
P06127	120	495	24.242424242424242	(10, 30]
P06132	10	367	2.7247956403269753	(0, 10]
P06213	417	1382	30.17366136034732	(30, 50]
P06239	71	509	13.948919449901767	(10, 30]
P06241	52	537	9.683426443202979	(0, 10]
P06276	78	602	12.956810631229235	(10, 30]
P06396	276	782	35.294117647058826	(30, 50]
P06400	386	928	41.5948275862069	(30, 50]
P06401	613	933	65.70203644158627	(50, 70]
P06454	111	111	100.0	(90, 100]
P06493	16	297	5.387205387205387	(0, 10]
P06576	24	529	4.536862003780719	(0, 10]
P06702	42	114	36.84210526315789	(30, 50]
P06703	1	90	1.1111111111111112	(0, 10]
P06727	195	396	49.24242424242424	(30, 50]
P06730	72	217	33.17972350230415	(30, 50]
P06732	57	381	14.960629921259844	(10, 30]
P06733	7	434	1.6129032258064515	(0, 10]
P06734	76	321	23.67601246105919	(10, 30]
P06737	15	847	1.770956316410862	(0, 10]
P06744	38	558	6.810035842293908	(0, 10]
P06746	53	335	15.82089552238806	(10, 30]
P06748	294	294	100.0	(90, 100]
P06753	134	285	47.01754385964912	(30, 50]
P06756	348	1048	33.20610687022901	(30, 50]
P06850	108	196	55.10204081632652	(50, 70]
P06899	51	126	40.476190476190474	(30, 50]
P07099	4	455	0.8791208791208791	(0, 10]
P07101	52	528	9.848484848484848	(0, 10]
P07108	9	87	10.344827586206897	(10, 30]
P07195	7	334	2.095808383233533	(0, 10]
P07196	159	543	29.2817679558011	(10, 30]
P07197	629	916	68.66812227074236	(50, 70]
P07199	278	599	46.410684474123535	(30, 50]
P07203	2	203	0.9852216748768473	(0, 10]
P07205	11	417	2.6378896882494005	(0, 10]
P07237	43	508	8.46456692913386	(0, 10]
P07305	178	194	91.75257731958763	(90, 100]
P07327	1	375	0.26666666666666666	(0, 10]
P07332	144	822	17.51824817518248	(10, 30]
P07333	158	972	16.255144032921812	(10, 30]
P07355	4	339	1.1799410029498525	(0, 10]
P07359	205	652	31.441717791411044	(30, 50]
P07384	15	714	2.100840336134454	(0, 10]
P07437	37	444	8.333333333333332	(0, 10]
P07476	585	585	100.0	(90, 100]
P07602	19	524	3.6259541984732824	(0, 10]
P07686	73	556	13.129496402877697	(10, 30]
P07737	1	140	0.7142857142857143	(0, 10]
P07738	11	259	4.247104247104247	(0, 10]
P07741	1	180	0.5555555555555556	(0, 10]
P07766	103	207	49.75845410628019	(30, 50]
P07814	248	1512	16.402116402116402	(10, 30]
P07858	7	339	2.0648967551622417	(0, 10]
P07900	191	732	26.09289617486339	(10, 30]
P07910	197	306	64.37908496732027	(50, 70]
P07919	32	91	35.16483516483517	(30, 50]
P07942	244	1786	13.66181410974244	(10, 30]
P07947	49	543	9.023941068139964	(0, 10]
P07948	83	512	16.2109375	(10, 30]
P07949	130	1114	11.669658886894076	(10, 30]
P07951	156	284	54.929577464788736	(50, 70]
P07954	37	510	7.254901960784315	(0, 10]
P07988	25	381	6.561679790026247	(0, 10]
P07992	105	297	35.35353535353536	(30, 50]
P07996	41	1170	3.5042735042735043	(0, 10]
P08047	542	785	69.04458598726114	(50, 70]
P08048	190	801	23.72034956304619	(10, 30]
P08069	605	1367	44.25749817117776	(30, 50]
P08100	4	348	1.1494252873563218	(0, 10]
P08123	1145	1366	83.82137628111273	(70, 90]
P08133	24	673	3.566121842496285	(0, 10]
P08134	34	193	17.616580310880828	(10, 30]
P08151	884	1106	79.92766726943941	(70, 90]
P08172	187	466	40.128755364806864	(30, 50]
P08173	142	479	29.64509394572025	(10, 30]
P08174	129	381	33.85826771653544	(30, 50]
P08183	132	1280	10.3125	(10, 30]
P08195	228	630	36.19047619047619	(30, 50]
P08235	423	984	42.98780487804878	(30, 50]
P08237	18	780	2.307692307692308	(0, 10]
P08238	180	724	24.861878453038674	(10, 30]
P08240	346	638	54.2319749216301	(50, 70]
P08243	52	561	9.269162210338681	(0, 10]
P08253	31	660	4.696969696969696	(0, 10]
P08254	70	477	14.675052410901468	(10, 30]
P08263	35	222	15.765765765765765	(10, 30]
P08319	1	380	0.2631578947368421	(0, 10]
P08473	24	750	3.2	(0, 10]
P08514	178	1039	17.131857555341675	(10, 30]
P08559	49	390	12.564102564102564	(10, 30]
P08572	1424	1712	83.17757009345794	(70, 90]
P08575	388	1306	29.709035222052066	(10, 30]
P08579	73	225	32.44444444444444	(30, 50]
P08581	130	1390	9.352517985611511	(0, 10]
P08582	4	738	0.5420054200542005	(0, 10]
P08603	27	1231	2.1933387489845653	(0, 10]
P08621	394	437	90.16018306636155	(90, 100]
P08631	69	526	13.11787072243346	(10, 30]
P08648	139	1049	13.250714966634892	(10, 30]
P08651	283	508	55.70866141732284	(50, 70]
P08670	157	466	33.69098712446352	(30, 50]
P08684	14	503	2.783300198807157	(0, 10]
P08686	40	494	8.097165991902834	(0, 10]
P08697	99	491	20.162932790224033	(10, 30]
P08708	22	135	16.296296296296298	(10, 30]
P08727	43	400	10.75	(10, 30]
P08729	55	469	11.727078891257996	(10, 30]
P08754	49	354	13.841807909604519	(10, 30]
P08758	6	320	1.875	(0, 10]
P08779	73	473	15.433403805496829	(10, 30]
P08833	43	259	16.602316602316602	(10, 30]
P08865	86	295	29.152542372881356	(10, 30]
P08910	2	425	0.4705882352941176	(0, 10]
P08922	83	2347	3.5364294844482314	(0, 10]
P08F94	200	4074	4.909180166912126	(0, 10]
P09012	205	282	72.69503546099291	(70, 90]
P09038	182	288	63.19444444444444	(50, 70]
P09067	150	269	55.762081784386616	(50, 70]
P09086	359	479	74.94780793319416	(70, 90]
P09104	4	434	0.9216589861751152	(0, 10]
P09110	57	424	13.443396226415095	(10, 30]
P09132	48	144	33.33333333333333	(30, 50]
P09210	25	222	11.26126126126126	(10, 30]
P09211	13	210	6.190476190476191	(0, 10]
P09234	142	159	89.30817610062893	(70, 90]
P09327	312	827	37.726723095526	(30, 50]
P09382	4	135	2.9629629629629632	(0, 10]
P09429	152	215	70.69767441860465	(70, 90]
P09467	35	338	10.355029585798817	(10, 30]
P09471	161	354	45.48022598870056	(30, 50]
P09488	2	218	0.9174311926605505	(0, 10]
P09493	209	284	73.59154929577466	(70, 90]
P09496	150	248	60.483870967741936	(50, 70]
P09525	4	319	1.2539184952978055	(0, 10]
P09543	21	421	4.98812351543943	(0, 10]
P09601	94	288	32.63888888888889	(30, 50]
P09603	328	554	59.205776173285194	(50, 70]
P09619	162	1106	14.647377938517177	(10, 30]
P09630	72	235	30.638297872340424	(30, 50]
P09651	240	372	64.51612903225806	(50, 70]
P09661	97	255	38.03921568627451	(30, 50]
P09668	23	335	6.865671641791045	(0, 10]
P09681	46	153	30.065359477124183	(30, 50]
P09758	11	323	3.4055727554179565	(0, 10]
P09769	10	529	1.890359168241966	(0, 10]
P09848	90	1927	4.67047223663726	(0, 10]
P09871	50	688	7.267441860465117	(0, 10]
P09874	168	1014	16.56804733727811	(10, 30]
P09884	304	1462	20.79343365253078	(10, 30]
P09913	67	472	14.194915254237289	(10, 30]
P09914	81	478	16.94560669456067	(10, 30]
P09917	58	674	8.605341246290802	(0, 10]
P09923	66	528	12.5	(10, 30]
P09958	175	794	22.040302267002517	(10, 30]
P09960	14	611	2.2913256955810146	(0, 10]
P09972	37	364	10.164835164835164	(10, 30]
P0C024	45	238	18.907563025210084	(10, 30]
P0C025	62	328	18.902439024390244	(10, 30]
P0C091	215	2139	10.05142589995325	(10, 30]
P0C0L4	229	1744	13.130733944954128	(10, 30]
P0C0L5	193	1744	11.06651376146789	(10, 30]
P0C0S5	67	128	52.34375	(50, 70]
P0C0S8	36	130	27.692307692307693	(10, 30]
P0C1S8	285	567	50.264550264550266	(50, 70]
P0C1Z6	182	253	71.93675889328063	(70, 90]
P0C221	21	793	2.648171500630517	(0, 10]
P0C2W7	237	299	79.26421404682274	(70, 90]
P0C2Y1	234	421	55.58194774346793	(50, 70]
P0C5J1	1	330	0.30303030303030304	(0, 10]
P0C6A0	141	271	52.02952029520295	(50, 70]
P0C6C1	320	535	59.813084112149525	(50, 70]
P0C7A2	245	387	63.30749354005169	(50, 70]
P0C7H9	143	530	26.9811320754717	(10, 30]
P0C7I0	157	530	29.62264150943396	(10, 30]
P0C7M4	142	288	49.30555555555556	(30, 50]
P0C7M7	4	580	0.6896551724137931	(0, 10]
P0C7M8	57	214	26.635514018691588	(10, 30]
P0C7N4	180	346	52.02312138728323	(50, 70]
P0C7P0	11	127	8.661417322834646	(0, 10]
P0C7P1	412	496	83.06451612903226	(70, 90]
P0C7P3	19	912	2.083333333333333	(0, 10]
P0C7P4	8	283	2.8268551236749118	(0, 10]
P0C7T5	371	689	53.84615384615385	(50, 70]
P0C7T7	310	363	85.39944903581267	(70, 90]
P0C7U0	234	828	28.26086956521739	(10, 30]
P0C7U3	42	371	11.320754716981133	(10, 30]
P0C7V4	431	464	92.88793103448276	(90, 100]
P0C7V6	485	817	59.36352509179926	(50, 70]
P0C7V9	30	234	12.82051282051282	(10, 30]
P0C7W6	18	258	6.976744186046512	(0, 10]
P0C7W8	436	464	93.96551724137932	(90, 100]
P0C7W9	433	464	93.31896551724138	(90, 100]
P0C7X0	432	464	93.10344827586206	(90, 100]
P0C7X1	207	549	37.704918032786885	(30, 50]
P0C7X2	184	276	66.66666666666666	(50, 70]
P0C7X5	53	589	8.998302207130731	(0, 10]
P0C860	215	447	48.09843400447427	(30, 50]
P0C875	17	324	5.246913580246913	(0, 10]
P0CAP1	194	466	41.63090128755365	(30, 50]
P0CAP2	261	368	70.92391304347827	(70, 90]
P0CB33	23	412	5.582524271844661	(0, 10]
