STY_count	#Psites_pfam	perc_phos_indomain	Phos_contribution_fromallproteins_toproteome_92453	Pfam_ID	#Proteins	avgDomain_length	avgSTY_count	#avgPsites_pfam	avg_perc_phos_indomain	avg_#pS	avg_#pT	avg_#pY	avg_countS	avg_countT	avg_countY	Pfam_desc	Pfam_short
8	2	25.0	0.0021632613327853068	PF01480	1	70	8	2.0	25.0	1.0	0.0	1.0	4	2	2	PWI domain	PWI
76	4	5.263157894736842	0.0043265226655706136	PF01485	4	128	19	1.0	5.263	0.5	0.0	0.5	8	5	6	IBR domain, a half RING-finger domain	IBR
143	2	1.3986013986013985	0.0021632613327853068	PF01490	2	396	72	1.0	1.389	0.0	1.0	0.0	29	26	16	Transmembrane amino acid transporter protein	Aa_trans
25	1	4.0	0.0010816306663926534	PF01491	1	109	25	1.0	4.0	0.0	1.0	0.0	9	10	6	Frataxin-like domain	Frataxin_Cyay
44	2	4.545454545454546	0.0021632613327853068	PF01494	1	324	44	2.0	4.545	1.0	0.0	1.0	20	13	11	FAD binding domain	FAD_binding_3
439	10	2.277904328018223	0.010816306663926535	PF01496	4	805	110	2.5	2.273	1.75	0.75	0.0	48	38	24	V-type ATPase 116kDa subunit family  	V_ATPase_I
67	2	2.9850746268656714	0.0021632613327853068	PF01501	2	238	34	1.0	2.941	1.0	0.0	0.0	16	11	7	Glycosyl transferase family 8	Glyco_transf_8
238	10	4.201680672268908	0.010816306663926535	PF01504	5	286	48	2.0	4.167	0.4	0.6	1.0	21	14	13	Phosphatidylinositol-4-phosphate 5-Kinase	PIP5K
49	3	6.122448979591836	0.0032448919991779606	PF01509	2	150	24	1.5	6.25	0.5	1.0	0.0	7	12	6	TruB family pseudouridylate synthase (N terminal domain)	TruB_N
40	1	2.5	0.0010816306663926534	PF01513	1	255	40	1.0	2.5	1.0	0.0	0.0	20	10	10	ATP-NAD kinase	NAD_kinase
17	1	5.88235294117647	0.0010816306663926534	PF01521	1	103	17	1.0	5.882	1.0	0.0	0.0	5	9	3	Iron-sulphur cluster biosynthesis	Fe-S_biosyn
25	1	4.0	0.0010816306663926534	PF01529	1	130	25	1.0	4.0	1.0	0.0	0.0	13	8	4	DHHC palmitoyltransferase	DHHC
45	5	11.11111111111111	0.005408153331963267	PF01530	2	101	22	2.5	11.364	1.5	0.5	0.5	13	6	3	Zinc finger, C2HC type	zf-C2HC
138	2	1.4492753623188406	0.0021632613327853068	PF01532	2	440	69	1.0	1.449	0.0	0.5	0.5	24	26	20	Glycosyl hydrolase family 47	Glyco_hydro_47
113	3	2.6548672566371683	0.0032448919991779606	PF01534	2	324	56	1.5	2.679	0.0	1.5	0.0	20	22	14	Frizzled/Smoothened family membrane region	Frizzled
25	2	8.0	0.0021632613327853068	PF01535	1	180	25	2.0	8.0	1.0	1.0	0.0	8	8	9	PPR repeat	PPR
65	1	1.5384615384615385	0.0010816306663926534	PF01536	1	323	65	1.0	1.538	1.0	0.0	0.0	31	21	13	Adenosylmethionine decarboxylase	SAM_decarbox
151	4	2.6490066225165565	0.0043265226655706136	PF01546	3	345	50	1.33	2.66	0.33	0.67	0.33	20	15	15	Peptidase family M20/M25/M40	Peptidase_M20
120	17	14.166666666666666	0.01838772132867511	PF01556	6	199	20	2.83	14.15	2.0	0.17	0.67	8	8	4	DnaJ C terminal domain	DnaJ_C
65	4	6.153846153846154	0.0043265226655706136	PF01557	2	250	32	2.0	6.25	1.0	1.0	0.0	14	12	7	Fumarylacetoacetate (FAA) hydrolase family	FAA_hydrolase
90	5	5.555555555555555	0.005408153331963267	PF01562	4	136	22	1.25	5.682	1.0	0.0	0.25	11	6	5	Reprolysin family propeptide	Pep_M12B_propep
42	1	2.380952380952381	0.0010816306663926534	PF01571	1	272	42	1.0	2.381	1.0	0.0	0.0	17	14	11	Aminomethyltransferase folate-binding domain	GCV_T
1677	102	6.082289803220036	0.11032632797205066	PF01576	17	1023	99	6.0	6.061	4.24	1.41	0.35	50	42	6	Myosin tail	Myosin_tail_1
101	7	6.9306930693069315	0.007571414664748575	PF01582	4	160	25	1.75	7.0	1.5	0.25	0.0	12	6	6	TIR domain	TIR
24	3	12.5	0.0032448919991779606	PF01583	1	159	24	3.0	12.5	2.0	1.0	0.0	11	9	4	Adenylylsulphate kinase	APS_kinase
125	27	21.6	0.029204027992601647	PF01585	21	45	6	1.29	21.5	0.62	0.24	0.43	2	2	2	G-patch domain	G-patch
9	2	22.22222222222222	0.0021632613327853068	PF01588	1	94	9	2.0	22.222	2.0	0.0	0.0	6	2	1	Putative tRNA binding domain	tRNA_bind
213	7	3.286384976525822	0.007571414664748575	PF01590	5	320	43	1.4	3.256	0.6	0.6	0.2	18	15	10	GAF domain	GAF
71	2	2.8169014084507045	0.0021632613327853068	PF01591	2	224	36	1.0	2.778	1.0	0.0	0.0	14	10	12	6-phosphofructo-2-kinase	6PF2K
17	1	5.88235294117647	0.0010816306663926534	PF01592	1	127	17	1.0	5.882	0.0	0.0	1.0	7	7	3	NifU-like N terminal domain	NifU_N
204	4	1.9607843137254901	0.0043265226655706136	PF01593	3	472	68	1.33	1.956	0.33	0.67	0.33	21	27	20	Flavin containing amine oxidoreductase	Amino_oxidase
24	1	4.166666666666666	0.0010816306663926534	PF01595	1	172	24	1.0	4.167	0.0	0.0	1.0	10	10	4	Cyclin M transmembrane N-terminal domain	DUF21
17	1	5.88235294117647	0.0010816306663926534	PF01596	1	162	17	1.0	5.882	1.0	0.0	0.0	5	7	5	O-methyltransferase	Methyltransf_3
23	1	4.3478260869565215	0.0010816306663926534	PF01597	1	121	23	1.0	4.348	1.0	0.0	0.0	11	7	5	Glycine cleavage H-protein	GCV_H
719	23	3.1988873435326846	0.024877505327031032	PF01602	9	540	80	2.56	3.2	1.22	0.56	0.78	36	25	18	Adaptin N terminal region	Adaptin_N
148	5	3.3783783783783785	0.005408153331963267	PF01603	3	409	49	1.67	3.408	0.33	1.33	0.0	21	13	15	Protein phosphatase 2A regulatory B subunit (B56 family)	B56
55	3	5.454545454545454	0.0032448919991779606	PF01608	2	201	28	1.5	5.357	1.0	0.5	0.0	16	10	2	I/LWEQ domain	I_LWEQ
109	3	2.7522935779816518	0.0032448919991779606	PF01619	2	370	54	1.5	2.778	1.0	0.0	0.5	23	16	15	Proline dehydrogenase	Pro_dh
20	1	5.0	0.0010816306663926534	PF01624	1	120	20	1.0	5.0	0.0	1.0	0.0	7	6	7	MutS domain I	MutS_I
41	1	2.4390243902439024	0.0010816306663926534	PF01630	1	330	41	1.0	2.439	0.0	1.0	0.0	17	10	14	Hyaluronidase	Glyco_hydro_56
34	1	2.941176470588235	0.0010816306663926534	PF01633	1	236	34	1.0	2.941	1.0	0.0	0.0	16	6	12	Choline/ethanolamine kinase	Choline_kinase
88	2	2.272727272727273	0.0021632613327853068	PF01636	2	253	44	1.0	2.273	0.5	0.5	0.0	20	12	12	Phosphotransferase enzyme family	APH
25	1	4.0	0.0010816306663926534	PF01641	1	127	25	1.0	4.0	1.0	0.0	0.0	13	8	4	SelR domain	SelR
77	1	1.2987012987012987	0.0010816306663926534	PF01642	1	513	77	1.0	1.299	1.0	0.0	0.0	30	31	16	Methylmalonyl-CoA mutase	MM_CoA_mutase
97	3	3.0927835051546393	0.0032448919991779606	PF01650	2	260	48	1.5	3.125	0.5	0.5	0.5	18	15	16	Peptidase C13 family	Peptidase_C13
27	2	7.4074074074074066	0.0021632613327853068	PF01652	1	160	27	2.0	7.407	1.0	1.0	0.0	11	10	6	Eukaryotic initiation factor 4E	IF4E
12	4	33.33333333333333	0.0043265226655706136	PF01655	1	108	12	4.0	33.333	1.0	1.0	2.0	6	3	3	Ribosomal protein L32	Ribosomal_L32e
160	11	6.875000000000001	0.01189793733031919	PF01661	6	189	27	1.83	6.778	1.5	0.33	0.0	14	9	4	Macro domain	Macro
113	2	1.7699115044247788	0.0021632613327853068	PF01663	2	320	56	1.0	1.786	0.0	0.5	0.5	24	13	20	Type I phosphodiesterase / nucleotide pyrophosphatase	Phosphodiest
24	4	16.666666666666664	0.0043265226655706136	PF01667	2	55	12	2.0	16.667	1.0	0.0	1.0	4	6	2	Ribosomal protein S27	Ribosomal_S27e
21	1	4.761904761904762	0.0010816306663926534	PF01687	1	128	21	1.0	4.762	0.0	0.0	1.0	9	5	7	Riboflavin kinase	Flavokinase
54	1	1.8518518518518516	0.0010816306663926534	PF01702	1	360	54	1.0	1.852	1.0	0.0	0.0	23	24	7	Queuine tRNA-ribosyltransferase	TGT
120	5	4.166666666666666	0.005408153331963267	PF01704	2	424	60	2.5	4.167	1.5	0.5	0.5	26	21	14	UTP--glucose-1-phosphate uridylyltransferase	UDPGP
39	1	2.564102564102564	0.0010816306663926534	PF01712	1	235	39	1.0	2.564	1.0	0.0	0.0	15	12	12	Deoxynucleoside kinase	dNK
9	1	11.11111111111111	0.0010816306663926534	PF01713	1	77	9	1.0	11.111	0.0	1.0	0.0	5	2	2	Smr domain	Smr
26	4	15.384615384615385	0.0043265226655706136	PF01722	3	76	9	1.33	14.778	1.0	0.33	0.0	4	4	0	BolA-like protein	BolA
168	9	5.357142857142857	0.009734675997533882	PF01733	3	324	56	3.0	5.357	2.67	0.33	0.0	29	17	10	Nucleoside transporter	Nucleoside_tran
51	2	3.9215686274509802	0.0021632613327853068	PF01734	2	177	26	1.0	3.846	0.5	0.5	0.0	12	8	6	Patatin-like phospholipase	Patatin
131	10	7.633587786259542	0.010816306663926535	PF01735	2	359	66	5.0	7.576	3.5	0.5	1.0	33	18	14	Lysophospholipase catalytic domain	PLA2_B
31	4	12.903225806451612	0.0043265226655706136	PF01738	1	216	31	4.0	12.903	3.0	0.0	1.0	11	10	10	Dienelactone hydrolase family	DLH
50	4	8.0	0.0043265226655706136	PF01740	2	180	25	2.0	8.0	1.0	1.0	0.0	15	6	4	STAS domain	STAS
24	1	4.166666666666666	0.0010816306663926534	PF01746	1	169	24	1.0	4.167	0.0	1.0	0.0	9	9	6	tRNA (Guanine-1)-methyltransferase	tRNA_m1G_MT
41	11	26.82926829268293	0.01189793733031919	PF01749	4	87	10	2.75	27.5	2.25	0.5	0.0	6	4	0	Importin beta binding domain	IBB
15	1	6.666666666666667	0.0010816306663926534	PF01751	1	146	15	1.0	6.667	0.0	1.0	0.0	6	5	4	Toprim domain	Toprim
4	1	25.0	0.0010816306663926534	PF01753	1	38	4	1.0	25.0	1.0	0.0	0.0	3	0	1	MYND finger	zf-MYND
30	2	6.666666666666667	0.0021632613327853068	PF01759	2	103	15	1.0	6.667	0.5	0.0	0.5	6	5	4	UNC-6/NTR/C345C module	NTR
56	2	3.571428571428571	0.0021632613327853068	PF01762	2	192	28	1.0	3.571	0.5	0.5	0.0	10	8	9	Galactosyltransferase	Galactosyl_T
46	2	4.3478260869565215	0.0021632613327853068	PF01764	2	138	23	1.0	4.348	1.0	0.0	0.0	12	6	6	Lipase (class 3)	Lipase_3
24	1	4.166666666666666	0.0010816306663926534	PF01765	1	163	24	1.0	4.167	0.0	1.0	0.0	12	12	0	Ribosome recycling factor	RRF
253	5	1.9762845849802373	0.005408153331963267	PF01770	3	425	84	1.67	1.988	1.0	0.33	0.33	36	24	24	Reduced folate carrier	Folate_carrier
22	4	18.181818181818183	0.0043265226655706136	PF01775	1	124	22	4.0	18.182	3.0	0.0	1.0	8	6	8	Ribosomal proteins 50S-L18Ae/60S-L20/60S-L18A	Ribosomal_L18A
35	5	14.285714285714285	0.005408153331963267	PF01776	2	108	18	2.5	13.889	1.5	0.5	0.5	6	6	5	Ribosomal L22e protein family	Ribosomal_L22e
11	1	9.090909090909092	0.0010816306663926534	PF01777	1	85	11	1.0	9.091	1.0	0.0	0.0	3	4	4	Ribosomal L27e protein family	Ribosomal_L27e
21	3	14.285714285714285	0.0032448919991779606	PF01778	1	116	21	3.0	14.286	3.0	0.0	0.0	10	7	4	Ribosomal L28e protein family	Ribosomal_L28e
7	1	14.285714285714285	0.0010816306663926534	PF01779	1	40	7	1.0	14.286	1.0	0.0	0.0	4	2	1	Ribosomal L29e protein family	Ribosomal_L29e
39	3	7.6923076923076925	0.0032448919991779606	PF01780	2	86	20	1.5	7.5	1.5	0.0	0.0	7	9	4	Ribosomal L37ae protein family	Ribosomal_L37ae
8	2	25.0	0.0021632613327853068	PF01781	1	68	8	2.0	25.0	0.0	2.0	0.0	3	3	2	Ribosomal L38e protein family	Ribosomal_L38e
38	2	5.263157894736842	0.0021632613327853068	PF01791	1	250	38	2.0	5.263	0.0	2.0	0.0	13	20	5	DeoC/LacD family aldolase	DeoC
75	2	2.666666666666667	0.0021632613327853068	PF01795	2	248	38	1.0	2.632	1.0	0.0	0.0	17	13	8	MraW methylase family	Methyltransf_5
118	7	5.932203389830509	0.007571414664748575	PF01798	3	232	39	2.33	5.974	1.33	0.33	0.67	20	11	8	snoRNA binding domain, fibrillarin	Nop
34	1	2.941176470588235	0.0010816306663926534	PF01803	1	214	34	1.0	2.941	1.0	0.0	0.0	12	14	8	LIM-domain binding protein	LIM_bind
35	4	11.428571428571429	0.0043265226655706136	PF01805	4	78	9	1.0	11.111	0.75	0.0	0.25	3	2	4	Surp module	Surp
58	6	10.344827586206897	0.006489783998355921	PF01808	1	327	58	6.0	10.345	2.0	1.0	3.0	26	18	14	AICARFT/IMPCHase bienzyme	AICARFT_IMPCHas
24	1	4.166666666666666	0.0010816306663926534	PF01812	1	189	24	1.0	4.167	0.0	0.0	1.0	13	4	7	5-formyltetrahydrofolate cyclo-ligase family	5-FTHF_cyc-lig
26	1	3.8461538461538463	0.0010816306663926534	PF01813	1	193	26	1.0	3.846	0.0	0.0	1.0	6	15	5	ATP synthase subunit D 	ATP-synt_D
40	1	2.5	0.0010816306663926534	PF01823	1	221	40	1.0	2.5	1.0	0.0	0.0	18	14	8	MAC/Perforin domain	MACPF
14	2	14.285714285714285	0.0021632613327853068	PF01825	2	46	7	1.0	14.286	1.0	0.0	0.0	4	3	0	GPCR proteolysis site, GPS, motif 	GPS
399	4	1.0025062656641603	0.0043265226655706136	PF01833	4	485	100	1.0	1.0	0.5	0.5	0.0	45	43	12	IPT/TIG domain	TIG
27	1	3.7037037037037033	0.0010816306663926534	PF01834	1	149	27	1.0	3.704	1.0	0.0	0.0	20	4	3	XRCC1 N terminal domain	XRCC1_N
8	1	12.5	0.0010816306663926534	PF01839	1	72	8	1.0	12.5	1.0	0.0	0.0	4	1	3	FG-GAP repeat	FG-GAP
37	3	8.108108108108109	0.0032448919991779606	PF01841	2	122	18	1.5	8.333	1.0	0.5	0.0	6	8	5	Transglutaminase-like superfamily	Transglut_core
9	1	11.11111111111111	0.0010816306663926534	PF01842	1	66	9	1.0	11.111	0.0	1.0	0.0	5	3	1	ACT domain	ACT
85	7	8.235294117647058	0.007571414664748575	PF01846	2	289	42	3.5	8.333	3.0	0.0	0.5	23	12	8	FF domain	FF
12	1	8.333333333333332	0.0010816306663926534	PF01847	1	82	12	1.0	8.333	1.0	0.0	0.0	6	4	2	VHL beta domain	VHL
48	9	18.75	0.009734675997533882	PF01849	5	57	10	1.8	18.0	1.0	0.2	0.6	4	5	1	NAC domain	NAC
124	5	4.032258064516129	0.005408153331963267	PF01852	4	204	31	1.25	4.032	1.0	0.0	0.25	14	8	9	START domain	START
133	4	3.007518796992481	0.0043265226655706136	PF01853	4	179	33	1.0	3.03	1.0	0.0	0.0	14	6	13	MOZ/SAS family	MOZ_SAS
61	8	13.114754098360656	0.008653045331141227	PF01857	2	170	30	4.0	13.333	2.5	1.5	0.0	16	8	7	Retinoblastoma-associated protein B domain	RB_B
95	3	3.1578947368421053	0.0032448919991779606	PF01858	3	196	32	1.0	3.125	0.0	1.0	0.0	17	8	6	Retinoblastoma-associated protein A domain	RB_A
49	3	6.122448979591836	0.0032448919991779606	PF01866	1	302	49	3.0	6.122	2.0	1.0	0.0	22	16	11	Putative diphthamide synthesis protein	Diphthamide_syn
34	2	5.88235294117647	0.0021632613327853068	PF01869	1	278	34	2.0	5.882	2.0	0.0	0.0	18	9	7	BadF/BadG/BcrA/BcrD ATPase family	BcrAD_BadFG
32	1	3.125	0.0010816306663926534	PF01871	1	172	32	1.0	3.125	0.0	0.0	1.0	10	14	8	AMMECR1	AMMECR1
33	4	12.121212121212121	0.0043265226655706136	PF01873	2	120	16	2.0	12.5	1.5	0.0	0.5	4	8	4	Domain found in IF2B/IF5	eIF-5_eIF-2B
61	1	1.639344262295082	0.0010816306663926534	PF01875	1	285	61	1.0	1.639	0.0	0.0	1.0	33	11	17	Memo-like protein	Memo
22	1	4.545454545454546	0.0010816306663926534	PF01878	1	165	22	1.0	4.545	1.0	0.0	0.0	11	6	5	EVE domain	EVE
18	1	5.555555555555555	0.0010816306663926534	PF01885	1	178	18	1.0	5.556	1.0	0.0	0.0	10	7	1	RNA 2'-phosphotransferase, Tpt1 / KptA family	PTS_2-RNA
61	4	6.557377049180328	0.0043265226655706136	PF01896	2	214	30	2.0	6.667	1.5	0.0	0.5	18	6	6	DNA primase small subunit	DNA_primase_S
33	1	3.0303030303030303	0.0010816306663926534	PF01902	1	241	33	1.0	3.03	0.0	0.0	1.0	13	7	13	Diphthamide synthase	Diphthami_syn_2
41	4	9.75609756097561	0.0043265226655706136	PF01909	3	95	14	1.33	9.5	1.33	0.0	0.0	8	4	1	Nucleotidyltransferase domain	NTP_transf_2
29	2	6.896551724137931	0.0021632613327853068	PF01912	1	201	29	2.0	6.897	2.0	0.0	0.0	13	12	4	eIF-6 family	eIF-6
44	1	2.272727272727273	0.0010816306663926534	PF01916	1	311	44	1.0	2.273	1.0	0.0	0.0	16	18	10	Deoxyhypusine synthase	DS
12	1	8.333333333333332	0.0010816306663926534	PF01918	1	66	12	1.0	8.333	0.0	1.0	0.0	4	7	1	Alba	Alba
14	2	14.285714285714285	0.0021632613327853068	PF01922	1	99	14	2.0	14.286	1.0	0.0	1.0	6	3	5	SRP19 protein	SRP19
152	10	6.578947368421052	0.010816306663926535	PF01926	7	125	22	1.43	6.5	1.14	0.29	0.0	10	8	3	50S ribosome-binding GTPase	MMR_HSR1
23	2	8.695652173913043	0.0021632613327853068	PF01928	1	188	23	2.0	8.696	2.0	0.0	0.0	6	12	5	CYTH domain	CYTH
15	1	6.666666666666667	0.0010816306663926534	PF01936	1	142	15	1.0	6.667	1.0	0.0	0.0	8	7	0	NYN domain	NYN
7	1	14.285714285714285	0.0010816306663926534	PF01938	1	62	7	1.0	14.286	0.0	0.0	1.0	3	1	3	TRAM domain	TRAM
74	2	2.7027027027027026	0.0021632613327853068	PF01963	2	279	37	1.0	2.703	0.0	1.0	0.0	16	12	8	TraB family	TraB
19	3	15.789473684210526	0.0032448919991779606	PF01965	1	168	19	3.0	15.789	1.0	0.0	2.0	8	8	3	DJ-1/PfpI family	DJ-1_PfpI
15	1	6.666666666666667	0.0010816306663926534	PF01966	1	156	15	1.0	6.667	1.0	0.0	0.0	9	1	5	HD domain	HD
215	5	2.3255813953488373	0.005408153331963267	PF01979	4	364	54	1.25	2.315	0.5	0.25	0.5	22	24	7	Amidohydrolase family	Amidohydro_1
13	1	7.6923076923076925	0.0010816306663926534	PF01981	1	115	13	1.0	7.692	0.0	0.0	1.0	2	7	4	Peptidyl-tRNA hydrolase PTH2	PTH2
13	3	23.076923076923077	0.0032448919991779606	PF01984	1	106	13	3.0	23.077	3.0	0.0	0.0	6	5	2	Double-stranded DNA-binding domain	dsDNA_bind
10	1	10.0	0.0010816306663926534	PF01990	1	102	10	1.0	10.0	1.0	0.0	0.0	3	5	2	ATP synthase (F/14-kDa) subunit	ATP-synt_F
37	7	18.91891891891892	0.007571414664748575	PF01991	2	199	18	3.5	19.444	1.0	0.5	2.0	7	5	6	ATP synthase (E/31 kDa) subunit	vATP-synt_E
44	1	2.272727272727273	0.0010816306663926534	PF01992	1	332	44	1.0	2.273	1.0	0.0	0.0	13	15	16	ATP synthase (C/AC39) subunit	vATP-synt_AC39
70	5	7.142857142857142	0.005408153331963267	PF01997	2	206	35	2.5	7.143	1.5	0.0	1.0	14	14	8	Translin family	Translin
132	4	3.0303030303030303	0.0043265226655706136	PF02005	2	460	66	2.0	3.03	1.0	0.5	0.5	31	24	11	N2,N2-dimethylguanosine tRNA methyltransferase	TRM
89	1	1.1235955056179776	0.0010816306663926534	PF02010	1	470	89	1.0	1.124	0.0	1.0	0.0	45	28	16	REJ domain	REJ
35	3	8.571428571428571	0.0032448919991779606	PF02017	3	76	12	1.0	8.333	1.0	0.0	0.0	6	5	1	CIDE-N domain	CIDE-N
39	8	20.51282051282051	0.008653045331141227	PF02020	4	80	10	2.0	20.0	2.0	0.0	0.0	6	1	4	eIF4-gamma/eIF5/eIF2-epsilon	W2
150	5	3.3333333333333335	0.005408153331963267	PF02026	3	358	50	1.67	3.34	0.33	0.33	1.0	17	18	15	RyR domain	RyR
119	42	35.294117647058826	0.04542848798849145	PF02029	2	456	60	21.0	35.0	14.0	6.0	1.0	32	26	2	Caldesmon	Caldesmon
9	1	11.11111111111111	0.0010816306663926534	PF02036	1	103	9	1.0	11.111	1.0	0.0	0.0	4	5	0	SCP-2 sterol transfer family	SCP2
15	6	40.0	0.006489783998355921	PF02037	4	35	4	1.5	37.5	1.25	0.25	0.0	3	1	0	SAP domain	SAP
4	1	25.0	0.0010816306663926534	PF02045	1	56	4	1.0	25.0	1.0	0.0	0.0	1	0	3	CCAAT-binding transcription factor (CBF-B/NF-YA) subunit B	CBFB_NFYA
57	1	1.7543859649122806	0.0010816306663926534	PF02057	1	295	57	1.0	1.754	0.0	0.0	1.0	21	15	21	Glycosyl hydrolase family 59	Glyco_hydro_59
13	1	7.6923076923076925	0.0010816306663926534	PF02058	1	86	13	1.0	7.692	1.0	0.0	0.0	8	3	2	Guanylin precursor	Guanylin
58	3	5.172413793103448	0.0032448919991779606	PF02060	3	99	19	1.0	5.263	0.67	0.33	0.0	9	5	5	Slow voltage-gated potassium channel	ISK_Channel
73	45	61.64383561643836	0.048673379987669414	PF02063	2	267	36	22.5	62.5	18.0	4.5	0.0	28	8	0	MARCKS family	MARCKS
8	1	12.5	0.0010816306663926534	PF02064	1	115	8	1.0	12.5	1.0	0.0	0.0	2	3	3	MAS20 protein import receptor	MAS20
29	1	3.4482758620689653	0.0010816306663926534	PF02104	1	216	29	1.0	3.448	0.0	1.0	0.0	8	15	6	SURF1 family	SURF1
73	1	1.36986301369863	0.0010816306663926534	PF02106	1	555	73	1.0	1.37	1.0	0.0	0.0	36	26	11	Fanconi anaemia group C protein	Fanconi_C
83	7	8.433734939759036	0.007571414664748575	PF02114	3	241	28	2.33	8.321	1.67	0.67	0.0	14	9	5	Phosducin	Phosducin
64	9	14.0625	0.009734675997533882	PF02115	2	191	32	4.5	14.062	3.0	0.5	1.0	12	11	8	RHO protein GDP dissociation inhibitor	Rho_GDI
113	3	2.6548672566371683	0.0032448919991779606	PF02121	3	251	38	1.0	2.632	0.33	0.67	0.0	11	13	13	Phosphatidylinositol transfer protein	IP_trans
61	2	3.278688524590164	0.0021632613327853068	PF02127	1	439	61	2.0	3.279	1.0	1.0	0.0	31	23	7	Aminopeptidase I zinc metalloprotease (M18)	Peptidase_M18
39	3	7.6923076923076925	0.0032448919991779606	PF02136	2	123	20	1.5	7.5	0.5	0.0	1.0	8	4	8	Nuclear transport factor 2 (NTF2) domain	NTF2
299	9	3.0100334448160537	0.009734675997533882	PF02137	5	353	60	1.8	3.0	1.4	0.4	0.0	32	18	10	Adenosine-deaminase (editase) domain	A_deamin
223	7	3.1390134529147984	0.007571414664748575	PF02138	5	280	45	1.4	3.111	0.8	0.2	0.4	17	12	16	Beige/BEACH domain	Beach
11	1	9.090909090909092	0.0010816306663926534	PF02140	1	83	11	1.0	9.091	1.0	0.0	0.0	4	3	4	Galactose binding lectin domain	Gal_Lectin
86	3	3.488372093023256	0.0032448919991779606	PF02141	3	200	29	1.0	3.448	0.67	0.0	0.33	17	7	5	DENN (AEX-3) domain	DENN
32	3	9.375	0.0032448919991779606	PF02142	2	98	16	1.5	9.375	1.5	0.0	0.0	8	6	2	MGS-like domain	MGS
92	3	3.260869565217391	0.0032448919991779606	PF02145	3	181	31	1.0	3.226	0.67	0.33	0.0	10	15	6	Rap/ran-GAP	Rap_GAP
10	1	10.0	0.0010816306663926534	PF02148	1	74	10	1.0	10.0	1.0	0.0	0.0	4	3	3	Zn-finger in ubiquitin-hydrolases and other protein	zf-UBP
16	3	18.75	0.0032448919991779606	PF02149	3	45	5	1.0	20.0	1.0	0.0	0.0	4	1	0	Kinase associated domain 1	KA1
83	15	18.072289156626507	0.016224459995889805	PF02155	1	376	83	15.0	18.072	12.0	2.0	1.0	51	25	7	Glucocorticoid receptor	GCR
36	2	5.555555555555555	0.0021632613327853068	PF02157	1	254	36	2.0	5.556	2.0	0.0	0.0	19	9	8	Mannose-6-phosphate receptor	Man-6-P_recep
87	3	3.4482758620689653	0.0032448919991779606	PF02158	1	356	87	3.0	3.448	3.0	0.0	0.0	54	27	6	Neuregulin intracellular region	Neuregulin
95	1	1.0526315789473684	0.0010816306663926534	PF02161	1	564	95	1.0	1.053	0.0	0.0	1.0	65	17	13	Progesterone receptor	Prog_receptor
81	6	7.4074074074074066	0.006489783998355921	PF02166	1	444	81	6.0	7.407	5.0	0.0	1.0	50	17	14	Androgen receptor	Androgen_recep
120	6	5.0	0.006489783998355921	PF02170	5	143	24	1.2	5.0	0.4	0.8	0.0	6	12	6	PAZ domain	PAZ
44	2	4.545454545454546	0.0021632613327853068	PF02171	1	293	44	2.0	4.545	2.0	0.0	0.0	16	14	14	Piwi domain	Piwi
27	5	18.51851851851852	0.005408153331963267	PF02173	3	42	9	1.67	18.556	1.67	0.0	0.0	7	1	1	pKID domain	pKID
18	1	5.555555555555555	0.0010816306663926534	PF02174	1	104	18	1.0	5.556	0.0	0.0	1.0	6	9	3	PTB domain (IRS-1 type)	IRS
457	15	3.282275711159737	0.016224459995889805	PF02181	9	375	51	1.67	3.275	1.0	0.56	0.11	28	16	7	Formin Homology 2 Domain	FH2
62	12	19.35483870967742	0.012979567996711842	PF02185	4	166	16	3.0	18.75	2.25	0.5	0.25	9	5	1	Hr1 repeat	HR1
22	3	13.636363636363635	0.0032448919991779606	PF02188	3	64	7	1.0	14.286	1.0	0.0	0.0	7	0	0	GoLoco motif	GoLoco
24	4	16.666666666666664	0.0043265226655706136	PF02189	4	30	6	1.0	16.667	0.25	0.0	0.75	1	2	3	Immunoreceptor tyrosine-based activation motif	ITAM
24	1	4.166666666666666	0.0010816306663926534	PF02190	1	246	24	1.0	4.167	1.0	0.0	0.0	10	9	5	ATP-dependent protease La (LON) substrate-binding domain 	LON_substr_bdg
25	1	4.0	0.0010816306663926534	PF02194	1	170	25	1.0	4.0	0.0	1.0	0.0	12	8	5	PXA domain	PXA
13	1	7.6923076923076925	0.0010816306663926534	PF02196	1	128	13	1.0	7.692	1.0	0.0	0.0	6	4	3	Raf-like Ras-binding domain	RBD
4	1	25.0	0.0010816306663926534	PF02198	1	84	4	1.0	25.0	1.0	0.0	0.0	3	1	0	Sterile alpha motif (SAM)/Pointed domain	SAM_PNT
7	1	14.285714285714285	0.0010816306663926534	PF02201	1	71	7	1.0	14.286	0.0	0.0	1.0	2	1	4	SWIB/MDM2 domain	SWIB
30	6	20.0	0.006489783998355921	PF02205	5	44	6	1.2	20.0	1.0	0.2	0.0	4	2	0	WH2 motif	WH2
15	2	13.333333333333334	0.0021632613327853068	PF02208	2	44	8	1.0	12.5	0.0	0.5	0.5	2	4	2	Sorbin homologous domain	Sorb
4	2	50.0	0.0021632613327853068	PF02209	1	36	4	2.0	50.0	2.0	0.0	0.0	4	0	0	Villin headpiece domain	VHP
